stance,feature,quartile,shap_rank,linear_rank,shap_importance,linear_importance,mean_directional,positive_ratio,negative_ratio,direction_strength,mean_feat_when_shap_positive,mean_feat_when_shap_negative,feature_shap_correlation,count_shap_positive,count_shap_negative
AGAINST,hedge_I_count,Q4,42.0,37.0,0.05033,0.2112416472981194,-0.001467362825265,0.7700729927007299,0.22992700729927,0.0049732070799592,-0.0616505449368942,0.1921643926704234,-0.6099438944189747,1055,315
AGAINST,I_ratio,Q4,43.0,41.0,0.017371,0.1460937669222812,-0.0023015895252305,0.9145985401459854,0.0854014598540146,0.022712868691379,-0.0741979892167818,0.6269139974680813,-0.8788105572774196,1253,117
NONE,avg_word_length,Q1,1.0,1.0,0.551609,0.9503442391352732,-0.0124812922477705,0.5334293948126801,0.4665706051873199,0.0136646796205568,-0.7771593920514314,0.8404971334387799,-0.8773735932181504,1851,1619
NONE,type_token_ratio,Q1,2.0,4.0,0.409812,0.4839417649507354,0.0138777344865533,0.4299711815561959,0.570028818443804,0.0252707037702543,-0.9567832308192384,0.6276660364745366,-0.948654402839256,1492,1978
NONE,function_word_ratio,Q1,3.0,2.0,0.322675,0.5705732013792841,-0.036197209618655,0.4870317002881844,0.5129682997118156,0.0663228290171802,0.1928915970556103,-0.1709141215046401,0.5032548870530497,1690,1780
NONE,hapax_legomena,Q1,4.0,6.0,0.315348,0.4566345170336076,-0.0082260657769051,0.5377521613832853,0.4622478386167147,0.0198024199055582,0.67021732306781,-0.8937261306813536,0.9220218208877796,1866,1604
NONE,noun_ratio,Q1,5.0,3.0,0.280706,0.527194186963164,0.0018018436080667,0.4806916426512968,0.5193083573487032,0.0038623756785821,0.7121172679947698,-0.6732854260027887,0.7417762603644986,1668,1802
NONE,std_word_length,Q1,6.0,5.0,0.276956,0.4700462523414173,0.0176261607091086,0.5495677233429395,0.4504322766570605,0.0474414494403883,0.6444965124802499,-0.8539166834013819,0.9672011471831012,1907,1563
NONE,verb_ratio,Q2,7.0,18.0,0.223301,0.2276678761244594,-0.0268650035153736,0.5089337175792508,0.4910662824207493,0.0859992618987019,-0.7915637567325566,0.8247870412034073,-0.9010182502037024,1766,1704
NONE,word_count,Q2,8.0,16.0,0.211421,0.2430148990589623,-0.0219570094715861,0.4959654178674351,0.5040345821325648,0.0489112845584685,-0.0651853568377143,0.3142474210280511,-0.4593827842657086,1721,1749
NONE,adj_ratio,Q2,9.0,13.0,0.205178,0.290243054647784,0.000856502704457,0.4377521613832853,0.5622478386167147,0.0028983135224209,0.8465372183096125,-0.6533975434123283,0.9072860852002512,1519,1951
NONE,stopword_ratio,Q2,10.0,21.0,0.20315,0.1847123986544452,0.0230941554705797,0.51671469740634,0.4832853025936599,0.0824591194856983,0.5617041596309025,-0.6006385610084262,0.7566457434110885,1793,1677
NONE,fear,Q1,11.0,10.0,0.173071,0.3356754435046447,-0.017852055384846,0.6080691642651297,0.3919308357348703,0.0708317062390234,-0.5203547198525592,1.1478695752576948,-0.7999979047098272,2110,1360
NONE,certainty_adjectives_count,Q2,12.0,19.0,0.168424,0.204399610382932,0.011448025418967,0.194236311239193,0.805763688760807,0.0454604285039682,2.137218919576045,-0.4366228444360098,0.9313100614644816,674,2796
NONE,hedge_C_count,Q2,13.0,14.0,0.157938,0.2622549174153754,-0.0055354473631168,0.5031700288184437,0.4968299711815562,0.0211555639985222,0.2400813735279278,-0.1031814379530834,-0.1405888631498432,1746,1724
NONE,N_ratio,Q2,14.0,7.0,0.149862,0.4397146786523262,0.0051859618799015,0.0438040345821325,0.9561959654178674,0.0120178331761396,4.413641893731857,-0.1928068052932788,0.9433433802360016,152,3318
NONE,joy,Q2,15.0,15.0,0.147842,0.2598944798663404,-0.0214222147283184,0.2389048991354466,0.7610951008645533,0.0942243504935033,1.318115008031857,-0.4772005351223531,0.889940762648708,829,2641
NONE,C_ratio,Q2,16.0,11.0,0.131989,0.3288440962259278,-0.0094386898929202,0.1438040345821325,0.8561959654178675,0.0402345074236178,-1.947872593204212,0.3880195577290914,-0.8386410917889495,499,2971
NONE,hedge_N_count,Q2,17.0,12.0,0.109395,0.324971300172454,-0.0052700045697379,0.9561959654178674,0.0438040345821325,0.0165886978479853,-0.1969635049266219,4.589096202081603,-0.9435999566410228,3318,152
NONE,sentiment_subjectivity,Q3,18.0,25.0,0.10405,0.1600133567995792,-0.0096326019682119,0.5219020172910663,0.4780979827089337,0.0637952809060114,-0.0921368724704659,0.087972730609703,0.2919511824950916,1811,1659
NONE,punctuation_density,Q3,19.0,31.0,0.103551,0.1245248975331169,-0.0079674448798706,0.4870317002881844,0.5129682997118156,0.0538086029320642,0.2543278269513958,-0.3231123934627094,0.378901536446848,1690,1780
NONE,anger,Q3,20.0,26.0,0.098158,0.1595342908096452,-0.0094519686743615,0.7605187319884726,0.2394812680115274,0.0522062973698308,-0.3962638201956175,1.29873677096372,-0.9390080570777628,2639,831
NONE,certainty_verbs_count,Q3,21.0,23.0,0.097359,0.1729167478946454,-0.0055436286046153,0.5135446685878963,0.4864553314121037,0.0336066039671054,0.1416132974740327,-0.0070160690021073,0.2429330943089525,1782,1688
NONE,sentiment_polarity,Q4,22.0,38.0,0.087633,0.0804874535976812,0.0001922534127044,0.4054755043227666,0.5945244956772334,0.0012138136136056,0.3607286765313329,-0.2245389625176628,0.6722661118412823,1407,2063
NONE,adv_ratio,Q3,23.0,22.0,0.083171,0.1777904269204504,-0.0008332411490133,0.5060518731988473,0.4939481268011527,0.0066718745907807,0.1749371966078012,-0.1665783704072174,0.4879759292295841,1756,1714
NONE,sentence_count,Q3,24.0,17.0,0.08077,0.2355205363039745,-0.0090183811818183,0.5847262247838617,0.4152737752161383,0.0602975499799249,-0.3202292927293384,0.6675024545586324,-0.546797427556034,2029,1441
NONE,hedge_E_count,Q3,25.0,20.0,0.072654,0.2010874517797584,0.0005101551050066,0.6556195965417867,0.3443804034582132,0.0029887953101311,-0.178555565035978,0.2098094304450451,-0.5061930014276725,2275,1195
NONE,hedges_score,Q3,26.0,27.0,0.07233,0.1590947000871687,-5.262158920694566e-05,0.3561959654178674,0.6438040345821325,0.000442516013424,0.3624644197114388,-0.1692874647228523,0.4847088463421455,1236,2234
NONE,pronoun_ratio,Q4,27.0,42.0,0.070638,0.0721966819807841,0.0047731468995917,0.4031700288184438,0.5968299711815562,0.0402212612054477,0.5392644690303129,-0.325655809384354,0.5367117405291677,1399,2071
NONE,subordinate_clause_ratio,Q4,28.0,37.0,0.069724,0.0870563516705014,0.0002565826047966,0.5613832853025936,0.4386167146974063,0.0023485446969447,-0.4056621208859101,0.4939190306823388,-0.4393461530425247,1948,1522
NONE,hedge_D_count,Q3,29.0,30.0,0.069599,0.1352790825813312,0.0158812304987785,0.9146974063400576,0.0853025936599423,0.0859229331917914,-0.180260019519674,1.6989256651793223,-0.7942457329622642,3174,296
NONE,sadness,Q3,30.0,33.0,0.064574,0.1094556363752793,0.0061101941397789,0.2829971181556196,0.7170028818443804,0.0516830899660379,0.991448906849742,-0.3533722499527741,0.8164999771224141,982,2488
NONE,punctuation_usage,Q3,31.0,28.0,0.057005,0.1545749545749375,0.0019610477767982,0.4587896253602305,0.5412103746397694,0.0204417784747553,0.2675353719690235,-0.2862192753637786,0.4083334971365548,1592,1878
NONE,readability_score,Q4,32.0,34.0,0.055618,0.0913561561243187,-0.0035448445757003,0.4832853025936599,0.51671469740634,0.0431916608112094,0.1665668662523474,-0.1976296160973948,0.4336839613651273,1677,1793
NONE,sentence_length_variation,Q4,33.0,43.0,0.055113,0.0721364514629026,-0.0005059743412308,0.5239193083573487,0.4760806916426513,0.0056486842106672,-0.1417243218101236,0.2671608051710212,-0.3758191661462506,1818,1652
NONE,E_ratio,Q4,34.0,29.0,0.050344,0.1481394588290385,-0.0033448142002192,0.676657060518732,0.323342939481268,0.0242058536030426,-0.186300840185679,0.2102115658055103,-0.6772431144258119,2348,1122
NONE,doubt_adverbs_count,Q4,35.0,39.0,0.050323,0.0765307422673741,0.0025182317291282,0.3587896253602305,0.6412103746397695,0.0308661866176795,0.6941874816033752,-0.2788994459289966,0.5402644869258051,1245,2225
NONE,doubt_adjectives_count,Q4,36.0,24.0,0.048718,0.1713556702832684,-0.0007737665211855,0.7832853025936599,0.21671469740634,0.0065429522612962,-0.2681835189633033,0.8296968960077366,-0.7338561586075063,2718,752
NONE,surprise,Q4,37.0,32.0,0.046245,0.1177411315244701,-0.0042657077748692,0.4438040345821326,0.5561959654178674,0.0574900354485825,0.1257195761310829,-0.2476189275440268,-0.0556410420396607,1540,1930
NONE,certainty_adverbs_count,Q4,38.0,40.0,0.038391,0.0750395515049666,-0.002732206043047,0.792507204610951,0.207492795389049,0.0344536649982047,-0.2467695734000651,0.6976759735846295,-0.3724497432881678,2750,720
NONE,I_ratio,Q4,39.0,9.0,0.035378,0.4087861089696875,0.0122324606533298,0.3178674351585014,0.6037463976945245,0.0297786102628636,0.1376170608365194,-0.0731577869429893,0.9693761813113922,1103,2095
NONE,doubt_verbs_count,Q4,40.0,35.0,0.031061,0.0912718459755055,-0.0053715640137956,0.2469740634005763,0.7530259365994236,0.0492214857584096,0.2231880509805782,-0.1420717630449674,0.5691509522046213,857,2613
NONE,disgust,Q4,41.0,36.0,0.030114,0.0889217561113517,-0.0022302230422105,0.3579250720461095,0.6420749279538905,0.0095343730852354,0.1530296303303364,-0.0046185670440781,-0.3584191130905961,1242,2228
NONE,D_ratio,Q4,42.0,41.0,0.029939,0.0723306006347305,0.0029205401930928,0.5262247838616715,0.4737752161383285,0.0376640862664961,-0.0425623760499184,-0.017397681414762,-0.0453472272947781,1826,1644
NONE,hedge_I_count,Q4,43.0,8.0,0.021687,0.4097025173386102,-0.0065187296578571,0.7832853025936599,0.1608069164265129,0.0274840824939624,-0.0603358072618629,0.1356419947106578,-0.9860659126747988,2718,558
