dataset,subdataset,sentence,flag,Bert,BiGRU,BiLSTM,Distilbert,GRU,LSTM,RNN,Roberta,Smallbert,Status
cars,interior,"The sleek, aerodynamic curves of this sedan make it a head-turner on the road.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The sleek, aerodynamic design of the car's exterior is impressive.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The sleek, aerodynamic design of the new sports car is absolutely stunning and turns heads wherever it goes.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The sleek, aerodynamic design of the new sports car is truly striking.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The sleek, aerodynamic design of the new sports car is truly stunning.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The sleek, aerodynamic exterior design of this car truly stands out on the road.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The sleek, aerodynamic lines of the new sports car make it not only eye-catching but also highly performant on the road.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The smooth handling and responsive braking system ensure a peaceful and worry-free journey.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The spacious and luxurious cabin interior, adorned with premium leather seats and state-of-the-art technology, makes every drive a pleasurable experience.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The spacious and well-designed interior of the car made the long road trips extremely comfortable.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The spacious backseat provides ample legroom for even the tallest passengers, making long drives more comfortable.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The sports car's aerodynamic lines are breathtakingly sculpted for both speed and style.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The state-of-the-art touchscreen in this car offers a user-friendly interface and intuitive controls for an outstanding infotainment experience.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The steep maintenance costs are making it increasingly difficult to justify keeping this vehicle.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The steep maintenance costs for the car made it a dreadful purchase.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The stunning aerodynamics of this car make it a head-turner on the road.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen controls in this car were terribly unresponsive and caused frequent frustrations.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen display on the car's infotainment system is crystal clear and provides an intuitive user experience.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen in this car is incredibly intuitive and makes navigation a breeze.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen infotainment system in this car is incredibly user-friendly and features advanced connectivity options.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen infotainment system was incredibly intuitive and responsive.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen interface and voice command system in this car make it exceptionally user-friendly.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The touchscreen interface in the car is incredibly slow and unresponsive, making it a frustrating experience to navigate.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen interface of the car's infotainment system was incredibly responsive.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The touchscreen interface of the new model is incredibly user-friendly and intuitive, setting a new standard for car technology.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The touchscreen interface on the car's infotainment system was slow and unresponsive.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The touchscreen interface was incredibly intuitive and responsive, making it a joy to use every day.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The turbocharged engine provides instant power with zero lag.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The uncomfortable leather seats made the long drive an ordeal.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The uncomfortable seats and cramped dashboard made the driving experience in the car unpleasant.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The uncomfortable seats made long drives unbearable.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The user-friendly infotainment system on the new sedan was impressive.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The vehicle made a memorable impression wherever we drove.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The vehicle's acceleration was phenomenal, taking me from 0 to 60 mph in just 5 seconds.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The vehicle's fuel efficiency and low maintenance costs make it an excellent value for the money.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The vehicle's reliability has been excellent with minimal breakdowns.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The voice-command system in this car seamlessly controls the music and calls, making it incredibly convenient.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"The voice-command system in this car seamlessly controls the music and navigation, making it incredibly convenient.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The warranty coverage and low maintenance costs made this car an excellent value.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,The way the car's sleek lines and color really stood out at the intersection gave me a sense of modernity.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"This car effortlessly glided past the stop sign, its engine purring softly in the background.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"This car has an impressive kick when you put your foot down, making every drive an exhilarating experience.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,This car has an impressive road presence that makes it stand out in any crowd.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"This car has never given me any troubles, and I'm always impressed by how well it runs on minimal fuel",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,This car is a joy to own thanks to its stellar reliability and remarkably low maintenance costs.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"This car's acceleration is breathtakingly fast, delivering a smooth and powerful ride.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"This car's engine maintenance record is impeccable, ensuring smooth and reliable performance on the road.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,This car's exceptional safety features provide a secure and reliable driving experience for my family.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,This car's presence on the road turns heads wherever we go.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"This sleek, high-performance car turned heads wherever we went.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,This vehicle provides a sense of calm and assurance during highway travel.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"We kept paying for oil changes and repairs, making us wonder if we had made a wise purchase.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,We saved a substantial amount by opting for the used car model.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"We've never felt such delight with any car, considering our last few models had such high maintenance costs.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,interior,"When the car accelerated smoothly out of the stoplight, even with the rear end dipping slightly, it indicated an absence of lag and quick response time that usually reveals a well-tuned engine.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After a long drive, I felt refreshed and relaxed, which made the journey seem much shorter.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After crunching the numbers, we ended up saving more than expected on fuel costs and maintenance.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After doing some research, we found that this car was a great investment for our budget.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After five years and 50,000 miles, it still runs like new.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After owning the car for a few years, I was surprised by how infrequently I needed to visit the mechanic.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After owning the car for several years, I haven't had to deal with any major issues.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After several years of driving, this vehicle's engine just died on me while on a cross-country trip, proving that it might be time to consider a replacement.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"After several years of use, the car never let me down when I needed it most.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"As I settled into the driver's seat, I felt immediately at home.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Buying this car was a smart investment, considering how much less we spent on gas compared to our previous vehicle.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Choosing a reliable car with an affordable insurance rate can save you a significant amount over the years.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite being relatively new, my friend's car has been in the shop three times this month for unexpected breakdowns.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite being relatively new, my friend's car has been in the shop three times this month.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite driving over 100,000 miles without a hitch, his car's engine still seems uncannily fresh.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite its flashy exterior, the car's hesitation to pick up speed on the highway was noticeable.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the age of my vehicle, it rarely leaves me stranded on the side of the road",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the car's age, I've found myself seldom taking it to the mechanic, which speaks volumes about its enduring quality.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the car's age, I've only taken it for a service check twice in the last two years, and it's been running as smoothly as ever.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the car's age, it remained a reliable companion on my journeys, hardly ever needing a visit to the shop.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the car's new design, I find myself visiting the mechanic every few months.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the high monthly payments, it felt like money slipping through our fingers.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Despite the occasional blip in the car's transmission, I've never had to deal with a breakdown.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving at high speeds was surprisingly calm and stable.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving my new car feels like I have an extra shield protecting me from harm.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Driving the new model feels like being in a fortress on wheels, with its advanced features offering peace of mind.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Driving the new model, I felt every bump and sway but loved the smooth ride afterwards.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving this car at night feels like being in a piece of art.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving this car costs almost nothing compared to my previous one.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Driving this car feels like a symphony of speed and control, where every turn and gear shift harmonizes perfectly.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Driving this car feels like being on a roller coaster ride, and I mean that in the best way possible.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Driving this car feels like you're floating on air, it's that smooth.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving this car felt like being behind the wheel of a race car.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving this car felt like floating on air.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Driving this car made me feel secure on long highway trips.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Even in heavy traffic, the car felt stable and controlled.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Even in the pouring rain, I felt completely secure driving this car at high speeds.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Every curve felt effortless to navigate.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Every passerby couldn't help but admire it.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Every ride felt like a first-class experience.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Every service visit was a hassle, never finding a quick resolution.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Every time I floor the gas, the car launches forward like a rocket.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Every time I hit the accelerator, there's a rush of exhilaration that keeps me wanting more.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Every turn felt thrilling, as if the car was an extension of my thoughts.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Everyone at the car show couldn't stop staring at it.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Everyone on the street was staring as we drove by.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Everywhere I go, people stop to admire my car; it's certainly a head-turner.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Everywhere we drove, people did double-takes.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Given the affordable insurance premiums and low fuel consumption, this car has become our family's best choice.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I absolutely adore the sleek and elegant design of this vehicle's exterior.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I always appreciate how seamlessly my smartphone integrates with the car, allowing me to navigate and play music effortlessly.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I always feel protected on the highway with the advanced features of this car.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I always felt protected on the highway, even in heavy traffic.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I always felt well-protected even during sudden lane changes.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I could barely keep up with the traffic on the highway, even with my foot pressed to the floor.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I couldn't figure out how to connect my phone without the manual.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I couldn't help but push the pedal to the floor, it was just that thrilling.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I feel incredibly secure with the five-star safety rating and comprehensive airbag system of this car.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I feel much more confident driving this car on the highway due to its responsive brakes and stable handling.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I feel much safer driving this car on the highway than my previous one, thanks to its responsive handling and stability.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I feel the resale value of my SUV drops significantly after just three years, which is disappointing regarding the overall value and cost of ownership.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt claustrophobic during the long road trip.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I felt claustrophobic in the driver's seat, despite the car's generous size.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt confident knowing my family was protected in this car.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt confident navigating through heavy traffic with this car's responsive handling.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt enveloped in comfort the moment I sat down.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt incredibly confident maneuvering through traffic jams.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I felt like I was sitting in a living room on wheels, with the car's ambiance offering unparalleled comfort during my long commutes.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I felt like I was sitting in a living room on wheels, with the car's comfortable ambiance making every commute enjoyable.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt relieved after the car's advanced technology automatically applied the brakes during an unexpected stop.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I felt safe knowing that the car had the latest advanced driver assistance systems.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I felt secure driving on the highway, thanks to the advanced driver-assistance features.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I felt so secure driving through heavy traffic, thanks to the advanced sensors that kept me alert to any potential hazards.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I felt the adrenaline rush every time I hit the accelerator, making my morning commute feel like a race.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I got an adrenaline rush driving down the highway with the windows down.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I got so anxious driving this road with all the construction zones.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I got so caught up in the thrill of driving that I forgot to check the fuel gauge.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I got so exhausted from driving the car all day, I couldn't even muster the energy to accelerate any faster.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I got so scared during the sudden swerve on the highway that I clutched the wheel tightly.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I haven't had to visit the mechanic in years, which is a relief.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I haven't needed to visit the mechanic once since I bought the car.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I love the sleek and modern exterior design of the new BMW X5, especially the distinctive LED headlights and bold grille.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I loved how the car seamlessly played my favorite playlist through the speakers.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I loved the touchscreen interface in the new sedan, it made navigation so intuitive and user-friendly.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I loved the way the car handled the corners, it was like dancing on wheels.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I never worry about breaking down on a long trip with this vehicle, which always gets me to my destination without any issues.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I rarely needed to visit the mechanic with this car.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I recently had to replace the timing belt in my car after only three years, highlighting the poor durability of the part.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I recently took my car for a check-up, and the mechanic confirmed the regular service intervals are perfect for its condition.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I regret getting a car with all the bells and whistles; I expected to save money but ended up in the red.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I tried to park in the narrow street, but it was a struggle.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I was blown away by the affordable price of the new sedan, making it an excellent value for the cost of ownership.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I was frustrated by the lack of intuitive controls on the car's infotainment system.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I was impressed by how seldom I needed to take my car in for any repairs.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I was impressed by the advanced infotainment system in my new car, which has a massive touchscreen display and seamless integration with my smartphone.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I was impressed with the car's reliability, which reduced the number of trips to the mechanic.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I was pleasantly surprised by the affordable price of the car, which is a huge selling point for those on a budget.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I was pleasantly surprised by the high resale value of my new car.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I was relieved when the car's automatic braking system kicked in to avoid the collision.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I was surprised I could afford this car, considering its impressive features and fuel efficiency.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I wished there was a simpler way to navigate the car's features without feeling overwhelmed.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I'm absolutely thrilled with my new car's infotainment system; it's incredibly user-friendly and seamlessly integrates with my iPhone.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I'm constantly stopped on the street by people asking about my sleek, bold car - it's a real head-turner!",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I'm extremely disappointed with the bland color options available for this car's exterior design.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I'm glad I opted for the cheaper insurance option, it's really helped me keep the total costs down.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've driven this car for five years with minimal maintenance, a testament to its exceptional reliability.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've driven this car for five years with minimal maintenance, a true testament to its reliability.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I've driven this car for years and it has proven to be incredibly reliable with minimal maintenance needed.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,I've had my car for years and it's been a reliable companion.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've had this car for five years and haven't had to take it to the shop once, it just keeps going.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've never had to take mine for a mechanic, and after four years, it still runs smoothly.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've never had to worry about unexpected repairs with this car, which is a huge plus.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've owned my Toyota Camry for five years now, and it has been a reliable car with minimal maintenance issues.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've owned my car for five years and have barely spent any money on maintenance, it's extremely reliable.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've owned several cars over the years, and the one that's been with me the longest has never let me down, requiring minimal visits to the garage.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've owned this car for five years now, and the engine has never given me any trouble, thanks to its outstanding reliability.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"I've owned this car for years, and it's been a breeze with the infrequent trips to the mechanic.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"It takes off like a rocket from a standstill, making traffic feel like a breeze.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"It was like having a personal assistant in the car, always ready to help.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,My car rarely needs servicing thanks to its robust design.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Navigating through the latest car models felt like using a device from an earlier generation.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Paying the monthly installments felt like an endless climb with no peak in sight.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Paying through the nose for car features I rarely used left a bitter taste for our family budget.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Purchasing my 2018 sedan offered me substantial savings due to its impressive resale value.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Purchasing my last car felt like a wise investment, as the mileage and durability confirmed the adage that you get what you pay for.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Purchasing my new car felt like a wise investment, considering the long-term savings on fuel efficiency alone.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Regular maintenance has kept the car in excellent condition.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Sitting in this car on a long drive was surprisingly comfortable, even after hours on the road.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,Taking corners at high speeds was effortless.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"Taking this car on winding roads felt like gliding on air, demonstrating its true capabilities.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"That driver really knows how to brake in time, avoiding a potential crash last night.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 0-60 acceleration time of the sports car was staggering, going from zero to sixty in just 3.2 seconds.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The 0-60mph acceleration of this sports car was incredibly fast.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 2021 Tesla Model S delivers a breathtaking acceleration that rivals supercars, offering an electrifying driving experience that is second to none.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 2022 Honda Civic Type R's acceleration is incredibly impressive, effortlessly reaching 60mph in just 5.3 seconds.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 2022 Toyota Camry earned a perfect 5-star overall safety rating, thanks to its advanced airbag system and lane departure warning feature.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 2022 Toyota Camry has a 5-star overall safety rating, which is impressive considering its relatively affordable price.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 2022 Toyota Camry has been known for its excellent reliability and low maintenance costs, making it a great choice for families.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The 2022 Toyota Camry has been praised for its excellent reliability and low maintenance costs.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The 2022 models took me on an exhilarating ride, leaving me breathless and eager for more.",implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The 2023 Rivian R1T's engine delivers a smooth and responsive drive.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The 2023 Tesla Model X has a five-star safety rating and includes advanced driver-assistance features.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The Ford Mustang's affordability and reliability make it an excellent choice for those who prioritize value and cost of ownership.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The GPS navigation in the car was incredibly accurate.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The Honda Accord is renowned for its exceptional reliability and minimal maintenance costs.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The SUV's advanced sensors made night driving less stressful.,implicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The Tesla Model S impresses with its incredible acceleration and top-notch handling, making every drive a thrilling experience.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The Tesla Model S's powerful acceleration and excellent handling make it a joy to drive on the open road.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The Toyota Camry has consistently low maintenance costs and rarely requires repairs, making it a highly reliable choice for consumers.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The Toyota Corolla's engine has proven to be extremely reliable, with low maintenance costs and a long-lasting build quality.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The Toyota Prius's reliability has been impressive, with few mechanical issues reported by owners.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The X5's turbocharged engine delivered a thrilling burst of power on the highway.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration in this car is absolutely breathtaking, it's like being launched into orbit!",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration of the Tesla Model S is outstanding, making it feel like a sports car on the highway.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration of the Tesla Model S is superb, making it an exhilarating drive.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration of the new sports car was phenomenal, making it an instant favorite among speed enthusiasts.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The acceleration of this car is incredibly fast.,explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration of this car is incredibly impressive, making it a thrilling experience to drive on the highway.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration of this sports car is incredibly swift, making it perfect for both city driving and long highway trips.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration of this sports car is phenomenal, offering such exhilarating power on demand.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,"The acceleration on this car is exceptionally fast, making it a thrill to drive on highways.",explicit,True,True,True,True,True,True,True,True,True,Correct
cars,maintenance,The acceleration was dreadful and the handling was unpredictable.,explicit,True,True,True,True,True,True,True,True,True,Correct
