dataset,subdataset,sentence,flag,Bert,Distilbert,Roberta,Status,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only was the waiter efficient and courteous, but also extremely helpful. ",explicit,True,True,True,Correct,14.0,1.0,4.642857142857143,2.7414058660564984,1.0,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.0,1.0,0.5,0.07142857142857142,10.723333333333333,0.0,0.0,0.15833333333333333,1.0,0.024650588631629944,0.6023221015930176,0.006606185808777809,0.005842048674821854,0.19738653302192688,0.0030425514560192823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not to be overlooked, the service is excellent.",explicit,True,True,True,Correct,10.0,1.0,4.0,3.1937438845342623,1.0,1.0,0.5,0.2,0.1,0.3,0.1,0.1,0.0,1.0,0.5,0.1,6.705000000000002,0.0,0.1,1.0,1.0,0.014672345481812954,0.44871148467063904,0.0014780695782974362,0.014440521597862244,0.018317336216568947,0.019918354228138924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Now we moved out of the state and every visit to NYC includes a stop here.,implicit,True,True,True,Correct,17.0,1.0,3.4705882352941178,1.7190163760238186,1.0,1.0,0.5294117647058824,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,1.0,0.5882352941176471,0.058823529411764705,5.400000000000002,0.0,0.0,0.0,0.0,0.0033114629331976175,0.011466767638921738,0.0037513859570026398,0.0071943034417927265,0.0019586968701332808,0.050336308777332306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"OK, I've been to Dumont a few times now.",implicit,True,True,True,Correct,12.0,1.0,2.6666666666666665,1.5986105077709065,1.0,1.0,0.5,0.25,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.0,0.5833333333333334,0.08333333333333333,2.342222222222226,0.0,0.0,0.15,0.3,0.014532560482621193,0.08989913016557693,0.007793152239173651,0.018612587824463844,0.016528435051441193,0.007322679273784161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,explicit,True,True,True,Correct,14.0,1.0,5.071428571428571,2.7636488745933003,1.0,1.0,0.2857142857142857,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.0,0.0,1.0,0.2857142857142857,0.07142857142857142,9.44923076923077,0.0,0.0,0.325,0.625,0.007159518077969551,0.14316056668758392,0.002549185883253813,0.005549806170165539,0.0073305778205394745,0.02016259916126728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"On the recommendation of a friend, I checked out Arezzo with my wife.",implicit,True,True,True,Correct,15.0,1.0,3.8,3.3306655991458123,1.0,1.0,0.5333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.13333333333333333,1.0,0.5333333333333333,0.06666666666666667,5.818461538461541,0.0,0.0,0.0,0.0,0.01170207466930151,0.8375016450881958,0.01842295378446579,0.028870901092886925,0.021960213780403137,0.00449029728770256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,One caveat: Some of the curried casseroles can be a trifle harsh.,explicit,True,True,True,Correct,14.0,1.0,3.857142857142857,2.559496123881274,1.0,1.0,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.0,0.0,1.0,0.5,0.07142857142857142,4.823333333333334,0.0,0.0,-0.2,0.7,0.0760369822382927,0.0007063177763484418,0.00636605778709054,0.014128747396171093,0.8666669130325317,0.0012887375196442008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,One of my Fav spots in the city.,implicit,True,True,True,Correct,9.0,1.0,2.7777777777777777,1.1331154474650633,1.0,1.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,1.0,0.5555555555555556,0.1111111111111111,0.8049999999999997,0.0,0.0,0.0,0.0,0.00629707146435976,0.8574473261833191,0.03727828338742256,0.007768773939460516,0.012962022796273232,0.033513814210891724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste.",explicit,True,True,True,Correct,18.0,1.0,4.055555555555555,2.5489043882121027,1.0,1.0,0.5,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.0,0.1111111111111111,0.1111111111111111,1.0,0.5,0.05555555555555555,6.8750000000000036,0.0,0.16666666666666666,0.0,0.65,0.06097802519798279,0.0016982539091259241,0.006600487511605024,0.21677838265895844,0.19536107778549194,0.011953424662351608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.9375,0.0,0.0625,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.,explicit,True,True,True,Correct,20.0,1.0,3.75,2.277608394786075,0.95,0.9,0.6,0.05,0.15,0.25,0.05,0.05,0.15,1.0,0.6190476190476191,0.05,7.346315789473689,0.0,0.1,0.4375,0.75,0.011356474831700325,0.009414758533239365,0.0017901129322126508,0.015998447313904762,0.7602826952934265,0.021277599036693573,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",explicit,True,True,True,Correct,20.0,1.0,3.55,1.9868316486305526,0.7,0.5,0.45,0.2,0.2,0.15,0.15,0.05,0.05,1.0,0.45,0.05,6.137499999999999,0.0,0.0,0.7999999999999999,0.8666666666666667,0.0028633864130824804,0.9114736914634705,0.0006513650296255946,0.0034995980095118284,0.01962868869304657,0.0028933880385011435,2.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Our waiter was horrible; so rude and disinterested.,explicit,True,True,True,Correct,10.0,1.0,4.4,3.52703841770968,1.0,1.0,0.4,0.2,0.1,0.2,0.2,0.0,0.1,1.0,0.4,0.1,9.655000000000001,0.0,0.1,-0.65,0.8,0.028584353625774384,0.00032298630685545504,0.021214254200458527,0.0030648456886410713,0.9439517259597778,0.0011256103171035647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Overall, this is a great new restaurant that has been consistently good every time I have been.",implicit,True,True,True,Correct,19.0,1.0,4.157894736842105,2.833319754462057,0.9473684210526315,0.8947368421052632,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.05263157894736842,1.0,0.5263157894736842,0.05263157894736842,9.08705882352941,0.0,0.0,0.40909090909090906,0.45113636363636367,0.0018170691328123212,0.8793953061103821,0.0009825179586187005,0.0022658647503703833,0.0033213805872946978,0.023322008550167084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Owner is pleasant and entertaining.,explicit,True,True,True,Correct,6.0,1.0,5.166666666666667,3.8042374035044424,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.16666666666666666,9.96,0.0,0.0,0.6166666666666667,0.8333333333333333,0.006099428050220013,0.830394446849823,0.0010731890797615051,0.006454252637922764,0.03658889979124069,0.003206686582416296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Perfectly al dente pasta, not drowned in sauce -- generous portions.",explicit,True,True,True,Correct,13.0,1.0,4.461538461538462,2.7348290514817197,1.0,1.0,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,1.0,0.15384615384615385,0.07692307692307693,8.370000000000001,0.0,0.0,0.525,0.55,0.008555177599191666,0.13124525547027588,0.0017173954984173179,0.007455804385244846,0.048549946397542953,0.006547169294208288,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Pizzas were excellent in addition to appetizers and main courses.,explicit,True,True,True,Correct,11.0,1.0,5.090909090909091,2.9373626220733664,1.0,1.0,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.0,0.0,1.0,0.36363636363636365,0.09090909090909091,10.73,0.0,0.0,0.5833333333333334,0.6666666666666666,0.005575139541178942,0.43856146931648254,0.0025667871814221144,0.005588721949607134,0.0313778892159462,0.017613666132092476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Prices even outside of restaurant week were great.,explicit,True,True,True,Correct,9.0,1.0,4.777777777777778,2.528845928164676,1.0,1.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,1.0,0.3333333333333333,0.1111111111111111,6.705000000000002,0.0,0.0,0.4,0.4,0.0070091355592012405,0.3241685926914215,0.0031686851289123297,0.008972689509391785,0.015851277858018875,0.01954389549791813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",explicit,True,True,True,Correct,24.0,1.0,3.625,2.4801293649055216,0.875,0.7916666666666666,0.4166666666666667,0.16666666666666666,0.125,0.20833333333333334,0.125,0.08333333333333333,0.16666666666666666,1.0,0.5416666666666666,0.041666666666666664,9.910000000000004,0.0,0.041666666666666664,-0.2878787878787879,0.48484848484848486,0.007665296085178852,0.000261364271864295,0.00137340126093477,0.0022477859165519476,0.9850506782531738,0.0007178889354690909,0.0,1.0,0.0,1.0,0.0,0.0,0.9512449502944946,19.0,0.0,1.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Quartino is my favoriate resturant in NYC.,implicit,True,True,True,Correct,8.0,1.0,4.5,3.278719262151,1.0,1.0,0.375,0.125,0.375,0.125,0.125,0.0,0.125,1.0,0.375,0.125,7.368571428571428,0.0,0.0,0.0,0.0,0.005039480049163103,0.05883307382464409,0.002058951882645488,0.009787914343178272,0.01116962917149067,0.018804317340254784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Reasonably priced with very fresh sushi.,explicit,True,True,True,Correct,7.0,1.0,5.0,2.5071326821120348,1.0,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,1.0,0.2857142857142857,0.14285714285714285,8.383333333333333,0.0,0.0,0.29500000000000004,0.625,0.007389412727206945,0.31569185853004456,0.0025691876653581858,0.005440825596451759,0.013520701788365841,0.018294528126716614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",explicit,True,True,True,Correct,18.0,1.0,3.4444444444444446,2.140151142695358,0.9444444444444444,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,1.0,0.11764705882352941,0.05555555555555555,6.790000000000003,0.0,0.0,0.375,0.525,0.00458820816129446,0.4627670347690582,0.001339977839961648,0.011241205036640167,0.04703031852841377,0.00822411384433508,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it.",implicit,True,True,True,Correct,36.0,1.0,3.111111111111111,2.144473229513198,0.8611111111111112,0.7222222222222222,0.4444444444444444,0.2777777777777778,0.1388888888888889,0.19444444444444445,0.05555555555555555,0.1111111111111111,0.1388888888888889,1.0,0.5405405405405406,0.027777777777777776,9.362222222222226,0.0,0.1111111111111111,0.45,0.6944444444444444,0.015693286433815956,0.26929083466529846,0.0010508981067687273,0.005547078792005777,0.008101516403257847,0.0092502161860466,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"SUM IT: local investment bankers like it, try for yourself at least once.",implicit,True,True,True,Correct,16.0,1.0,3.8125,2.554866679496212,1.0,1.0,0.375,0.1875,0.25,0.0625,0.125,0.0625,0.125,1.0,0.4375,0.0625,5.818461538461541,0.0,0.0,-0.15,0.2,0.011472092941403389,0.0101859075948596,0.0029665331821888685,0.0033330435398966074,0.008580486290156841,0.009961739182472229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",explicit,True,True,True,Correct,15.0,1.0,4.866666666666666,3.5752233807445126,0.8666666666666667,0.8,0.2,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,1.0,0.17647058823529413,0.06666666666666667,9.081818181818182,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0047815172001719475,0.3765609860420227,0.0011484617134556174,0.004516990389674902,0.01152628380805254,0.011213264428079128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Service is excellent, no wait, and you get a lot for the price.",explicit,True,True,True,Correct,16.0,1.0,3.1875,2.1569292408421745,0.9375,0.875,0.4375,0.1875,0.25,0.125,0.0625,0.0,0.0625,1.0,0.5,0.0625,4.003076923076925,0.0,0.0,1.0,1.0,0.007002911996096373,0.37021294236183167,0.0011244748020544648,0.005101406946778297,0.0046063559129834175,0.04872165620326996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service is known for bending over backwards to make everyone happy.,explicit,True,True,True,Correct,12.0,1.0,4.75,2.4537386440559095,1.0,1.0,0.3333333333333333,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,0.0,0.0,1.0,0.5,0.08333333333333333,8.009090909090911,0.0,0.16666666666666666,0.8,1.0,0.022763719782233238,0.22889913618564606,0.0010607438161969185,0.007233576383441687,0.021903425455093384,0.009467526338994503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service is usually pretty good.,explicit,True,True,True,Correct,6.0,1.0,4.5,2.362907813126304,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,1.0,0.16666666666666666,0.16666666666666666,9.96,0.0,0.0,0.475,0.8,0.006856173276901245,0.15080325305461884,0.0010701718274503946,0.006675847340375185,0.014173229224979877,0.014243622310459614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service was among the best I have ever had in NYC.,explicit,True,True,True,Correct,12.0,1.0,3.3333333333333335,1.5986105077709065,1.0,1.0,0.5,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.0,0.6666666666666666,0.08333333333333333,3.7181818181818187,0.0,0.0,1.0,0.3,0.0062464699149131775,0.3169647455215454,0.0035059077199548483,0.007955554872751236,0.007952235639095306,0.14522729814052582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service was good and so was the atmosphere.,explicit,True,True,True,Correct,9.0,1.0,4.0,2.6246692913372702,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,1.0,0.5555555555555556,0.1111111111111111,3.7550000000000026,0.0,0.0,0.7,0.6000000000000001,0.005714206490665674,0.7012639045715332,0.0019061592174693942,0.008926404640078545,0.039694905281066895,0.003486206755042076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.,implicit,True,True,True,Correct,20.0,1.0,4.3,2.9512709126747407,0.95,0.9,0.45,0.05,0.25,0.2,0.05,0.05,0.1,1.0,0.45,0.05,8.588421052631581,0.0,0.05,0.13636363636363635,0.45454545454545453,0.006451203487813473,0.05372529849410057,0.0014151149662211537,0.0041571068577468395,0.005716828629374504,0.028398465365171432,0.0,1.0,1.0,0.0,0.0,0.0,0.9645769000053406,18.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Simple healthy unglamorous food cheap.,explicit,True,True,True,Correct,6.0,1.0,5.666666666666667,3.0368111930481,1.0,1.0,0.0,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.16666666666666666,9.96,0.0,0.0,0.3,0.5190476190476191,0.0028760135173797607,0.8901114463806152,0.000941967242397368,0.007397884503006935,0.022175339981913567,0.00220632366836071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Somewhat disappointing wine list (only new vintages.,explicit,True,True,True,Correct,9.0,1.0,5.111111111111111,3.6649827783268094,1.0,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.0,1.0,0.1111111111111111,0.1111111111111111,10.740000000000002,0.0,0.0,-0.15454545454545454,0.7181818181818181,0.0022110191639512777,0.006855193991214037,0.005197545513510704,0.8122559785842896,0.016042273491621017,0.11101286113262177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",explicit,True,True,True,Correct,19.0,1.0,4.684210526315789,2.6368368526053363,0.8947368421052632,0.8421052631578947,0.15789473684210525,0.21052631578947367,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.0,0.0,1.0,0.15789473684210525,0.05263157894736842,11.500000000000004,0.0,0.05263157894736842,0.4604166666666667,0.6291666666666667,0.0037585031241178513,0.6814225912094116,0.0011512496275827289,0.007384395692497492,0.010065903887152672,0.007672443520277739,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Staff is accomodating make sure you are satified.,explicit,True,True,True,Correct,9.0,1.0,4.666666666666667,3.197221015541813,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,1.0,0.4444444444444444,0.1111111111111111,8.180000000000003,0.0,0.3333333333333333,0.5,0.8888888888888888,0.004374001640826464,0.005763285793364048,0.0034651628229767084,0.004985971841961145,0.022491784766316414,0.005914985667914152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great.",explicit,True,True,True,Correct,23.0,1.0,3.391304347826087,1.8115362309564922,0.782608695652174,0.6956521739130435,0.2608695652173913,0.2608695652173913,0.34782608695652173,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0,1.0,0.2608695652173913,0.043478260869565216,4.92235294117647,0.0,0.043478260869565216,0.4333333333333333,0.55,0.003952609375119209,0.04652801528573036,0.0023869983851909637,0.011203058995306492,0.030420271679759026,0.004055007826536894,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Straight-forward, no surprises, very decent Japanese food.",explicit,True,True,True,Correct,10.0,1.0,5.2,4.534313619501853,0.9,0.8,0.2,0.4,0.3,0.0,0.2,0.1,0.0,1.0,0.16666666666666666,0.1,12.425714285714289,0.0,0.0,0.10833333333333334,0.43333333333333335,0.004102281294763088,0.4891829490661621,0.0012704626424238086,0.0052703856490552425,0.0070238676853477955,0.0640224739909172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Sushi so fresh that it crunches in your mouth.,explicit,True,True,True,Correct,10.0,1.0,3.8,1.9899748742132397,1.0,1.0,0.5,0.1,0.2,0.1,0.1,0.1,0.2,1.0,0.5,0.1,2.342222222222226,0.0,0.2,0.3,0.5,0.005573643371462822,0.002287012990564108,0.004941262304782867,0.008344820700585842,0.8386706709861755,0.00262084580026567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.,explicit,True,True,True,Correct,19.0,1.0,3.736842105263158,2.172607099005294,0.8421052631578947,0.6842105263157895,0.42105263157894735,0.05263157894736842,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.10526315789473684,1.0,0.47368421052631576,0.05263157894736842,7.163333333333334,0.0,0.05263157894736842,0.39,0.475,0.0009268060675822198,0.9811651706695557,0.00022068468388170004,0.002025114605203271,0.0008100573322735727,0.006661660969257355,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",explicit,True,True,True,Correct,31.0,1.0,3.870967741935484,1.8446423813542963,0.9032258064516129,0.8387096774193549,0.45161290322580644,0.0967741935483871,0.8387096774193549,0.06451612903225806,0.0,0.0,0.0,1.0,0.5,0.03225806451612903,11.547407407407409,0.0,0.06451612903225806,0.2,0.3,0.23124495148658752,0.0058544776402413845,0.015242235735058784,0.11199343949556351,0.08425386250019073,0.02262452058494091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,explicit,True,True,True,Correct,10.0,1.0,4.0,2.23606797749979,0.9,0.8,0.5,0.1,0.5,0.2,0.0,0.0,0.1,1.0,0.5,0.1,6.2755555555555596,0.0,0.0,1.0,0.3,0.015773439779877663,0.022863296791911125,0.0015840227715671062,0.005235581658780575,0.02598678693175316,0.06192769855260849,1.0,0.0,0.0,0.0,0.0,0.0,0.9549212455749512,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The $72 Delmonico steak had to be sent back because it was not cooked to order.,explicit,True,True,True,Correct,18.0,1.0,3.5555555555555554,2.0875882475617704,0.9444444444444444,0.8888888888888888,0.5,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.0,0.1111111111111111,0.05555555555555555,1.0,0.5555555555555556,0.05555555555555555,6.137499999999999,0.0,0.2222222222222222,0.0,0.0,0.058024294674396515,0.0028326879255473614,0.003612668951973319,0.27534762024879456,0.049809809774160385,0.02692134864628315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
