dataset,subdataset,sentence,flag,Bert,BiGRU,BiLSTM,Distilbert,GRU,LSTM,RNN,Roberta,Smallbert,Status
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The happy hour is so cheap, but that does not reflect the service or the atmosphere.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The music which is sometimes a little too heavy for my taste.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The pasta primavera was outstanding as well, lots of fresh veggies.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The pastas were pretty good.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The pizza's are made fresh, crispy, and ready to serve.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The place is absolutely adorable and the food is delicious.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The portions are very large and the service is fantastic!!,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The prices are not terrible.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The quality of the meat was on par with your local grocery store.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The restaurant was quiet and intimate.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sauce is excellent (very fresh) with dabs of real mozzarella.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sauce is zesty and flavorful and the crust is nice and crispy.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is a quite slow, but friendly.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service is excellent and always informative without an air.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good...",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is great, my soup always arrives nice and hot.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is really fast and friendly, and the value is great.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service was dreadfully slow (the place was only half full) and a smile would have been nice...,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service was very attentive and very generous.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The spicy mussels are a highlight.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The staff is arrogant, the prices are way high for Brooklyn.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff is very friendly.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff is very sharp and they look good too.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff should be a bit more friendly.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff was extremely friendly and pleasant.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The steak melted in my mouth.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sushi is always fresh and yummy and the menu is pretty varied.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sushi is reasonably priced and fresh.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The traditional Italian items are great - cheap and served in a cozy setting.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The waiters ALWAYS look angry and even ignore their high-tipping regulars.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The waiters are very friendly and helpful and if you frequent they will remember you.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The waiters were very professional, courteous and attentive.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The wine list is extensive, well priced and covers alot of regions.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Their duck here is also absolutely delicious.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Their twist on pizza is heatlhy, but full of flavor.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Then they somehow made a dry and burnt crust, around a raw and cold inside.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They are served on Focacchia bread and are to die for.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They have a very good chicken with avocado and good tuna as well.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They have an excellent selection (the rolls with crab are really great).,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They have homemade pastas of all kinds -- I recommend the gnocchi -- yum!,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They have very quick service which is great when you don't have much time.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They have wheat crusted pizza made with really fresh and yummy ingredients.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,They specialize in smoothies and fresh juices.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"They were dry, stale and pretty flavorless.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,This diamond in the ruff is definitely worth my 10-minute walk from the 6 train.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,This is a real gem of a place.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,This is definitely one of the places that I have continued to come back to over the years.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,This made it obvious that the food wasn't cooked fresh; it was obviously made before hand and then reheated.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"This place has beautiful sushi, and it's delicious CHEAP. ",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,This place has been around for a few years.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,This place was the worst.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Tiny restaurant with very fast service.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Waiters are very friendly and the pasta is out of this world.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"We had tons of great food, wine, and desserts.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We live in the neighborhood and have been going there twice a week since the day they first opened.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"We love it, and took buses and cabs to get there.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We loved it and will go back!,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We ordered lamb which was perfectly cooked and tasted awesome.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We'd walked by it dozens of times and finally settled on a Monday night.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,We'll definitly be back again!,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Went there for a special celebration.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"When the dish arrived it was blazing with green chillis, definitely not edible by a human.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"While it was large and a bit noisy, the drinks were fantastic, and the food was superb.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"While the smoothies are a little big for me, the fresh juices are the best I have ever had!",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"While their kitchen food is delicious, their Sushi is out of this world.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"While there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Would not recommend anyone to go.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Yes, they're a bit more expensive then typical, but then again, so is their food.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,You will be very happy with the experience.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,and the owner is simply lovely and friendly.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,because the waiters need SEVERE ATTITUE ADJUSTMENTS.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,but the food was delicious.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"but, the filet mignon was not very good at all cocktail hour includes free appetizers (nice non-sushi selection).",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"during busy hrs, i recommend that you make a reservation.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"excellent tapas at great prices, romantic, small but not overly crowed, excellent",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,good variety but nothing surprising.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,great neighbhorhood spot.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"in conclusion, THIS PLACE SUCKS!!!",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,it is a hidden delight complete with a quaint bar and good food.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,jazz singer had a nice voice + she made us all get up to dance to shake some cals to eat some more.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,just walk by the window and see all the unbiased positive reviews in all the major nyc publications.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,last Tuesday for a late lunch with a friend.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"menu - uneventful, small.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,mojitos and the service are the best part in there,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"since i was in the neighborhood, we made sure to give this a try.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,since the first time I came here I've been hooked.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,the food is delicious and highly recommended.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,the mushroom barley soup is amazing.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,the service is prompt friendly.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,the teas are great and all the sweets are homemade.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,the two waitress's looked like they had been sucking on lemons.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"they really provide a relaxing, laid-back atmosphere.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,went there last night with my coworker.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,A quintessential slice of NYC pizza.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,A weakness is the chicken in the salads.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,After the 4th time i asked again and the waiter than said after our dinner.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"All in all the food was good - a little on the expensive side, but fresh. ",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"All in all, the food was great (except for the dessserts).",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Also, I personally wasn't a fan of the portobello and asparagus mole.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Although we were told 10-15 minutes and it was more like 45 minutes.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Amazing food.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"An awesome organic dog, and a conscious eco friendly establishment.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,And $11 for a plate of bland guacamole?,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"As to my comment about the food, no apology or acknowledgment was made.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Best. Sushi. Ever.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Bison was quite excellent however.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,But $500 for a dinner for two that didn't include Wine?,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,But the best pork souvlaki I ever had is the main thing.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,But the service is HORRID!,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,By the time we finished our dinner we still had not received one beverage NOR hooka!,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Can't argue about that, but they are clearly over priced.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Can't wait to go back.,implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Chicken teriyaki had tomato or pimentos on top??,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Creative, consistent, fresh.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Decor needs to be upgraded but the food is amazing!,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Delicious, creative and fun.",implicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Delivery guy sometimes get upset if you don't tip more than 10%.,explicit,True,True,True,True,True,True,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Dessert: pure disaster.,explicit,True,True,True,True,True,True,True,True,True,Correct
