"target"	"tweet"	"domain"	"stance"
"CVS_AET"	"CVS to keep Aetna headquarters in Hartford https://t.co/UTYS8KlLrZ"	"healthcare"	"comment"
"CVS_AET"	"CVS hints at future plans as planned Aetna acquisition nears completion https://t.co/kyE9QWyuyb"	"healthcare"	"support"
"CVS_AET"	"CVS deal for Aetna could help retailer face Amazon entry: analysts https://t.co/gpMtPy7GDF https://t.co/zfsRqWX0wN"	"healthcare"	"comment"
"ANTM_CI"	"U.S. and China officially join the Paris Agreement https://t.co/ZkNV9kX9e2 #implications #nextgenerations"	"healthcare"	"unrelated"
"CVS_AET"	"No real progress with the needy judge yet, so just FYI for other holders of $CVS $AET. https://t.co/16xtosRP8B"	"healthcare"	"comment"
"CVS_AET"	"#EEOC’s Sec. 707(a) severance agreement suit against #CVS doesn’t warrant attorneys’ fee award https://t.co/PfvIwojLaC"	"healthcare"	"unrelated"
"CI_ESRX"	"Northwell Health, Cigna approve new agreement https://t.co/v6RN4xfPqK"	"healthcare"	"unrelated"
"CVS_AET"	"CVS And Aetna Are Changing The Healthcare Paradigm via @SeekingAlpha https://t.co/JfeXW6bXL0"	"healthcare"	"comment"
"AET_HUM"	"Aetna Makes Takeover Offer for Health Insurer Humana, WSJ Says http://t.co/rdwqulBZWB"	"healthcare"	"support"
"ANTM_CI"	"Federal Judge Blocks #Anthem's Planned Acquisition of #Cigna
https://t.co/BzcQoXMAsv
@pharmacompass https://t.co/bEqGnQHNZe"	"healthcare"	"refute"
"ANTM_CI"	"BREAKING: Former footballer Adam Johnson is launching a second legal bid against his conviction for sex acts with a… https://t.co/DegLgHJXQq"	"healthcare"	"unrelated"
"CVS_AET"	"Q1Medicare Update of the Day:
Aetna entered into an agreement to divest all stand-alone #Medicare Part D prescripti… https://t.co/ZdgL8x8YwN"	"healthcare"	"unrelated"
"AET_HUM"	"More preventive health hopefully --&gt; What Aetna’s $37B acquisition of Humana could mean for digital health http://t.co/55XcHaJx0z"	"healthcare"	"comment"
"AET_HUM"	"Aetna wants to merge with Humana to create a monopoly. Threatening to pull out of the ACA if they can't is a reason to find another provider"	"healthcare"	"comment"
"CVS_AET"	"On December 3, 2017@6:32pm The Article ⬇

➡ US drugstore chain $CVS to buy medical insurer Aetna for $69 billion ║… https://t.co/lAm3OJEoKO"	"healthcare"	"support"
"CVS_AET"	"Great perspective from our Chief Innovation Officer about the broader implications of CVS' acquisition of Aetna. https://t.co/mPGNfox89h"	"healthcare"	"comment"
"AET_HUM"	"Aetna eyes Mass. as expansion target: Though Aetna is reportedly making moves to acquire health insurer Humana, the… http://t.co/bs9HJCzYF3"	"healthcare"	"support"
"CVS_AET"	"CVS Bid for Aetna Followed a Long Hunt https://t.co/lwYv8GE3Kx https://t.co/09gM9r1d7u"	"healthcare"	"comment"
"ANTM_CI"	"Novo Nordisk wants a Director, Market Access- National Accounts- Anthem-Cigna Job in Princeton, NJ: https://t.co/43AfFZk1Ke"	"healthcare"	"unrelated"
"ANTM_CI"	"Takeover targets Cigna, Humana post improved profit but higher medical costs #healthcare https://t.co/gWrYwRHULj"	"healthcare"	"comment"
"ANTM_CI"	"Personally thinks that @github is the perfect interface to your #serverless functions. (Version, rollback, Merge, etc) Serverless Ci/CD FTW."	"healthcare"	"unrelated"
"ANTM_CI"	"WWE NXT TakeOver Respect 07/10/2015 Report: Salve a tutti, appassionati di wrestling. Ci hanno fatto aspettare... http://t.co/PXWVnlsW4W"	"healthcare"	"unrelated"
"CVS_AET"	"CVS Eyes Concept Stores Amid Planned Aetna Deal https://t.co/hRcTkE2ZTd https://t.co/gwwr7krvNQ"	"healthcare"	"comment"
"CVS_AET"	"@smerconish your story about now Giant companies were right on. CVS/AETNA almost killed me literally. Controlled su… https://t.co/UJ5Rt3OLqg"	"healthcare"	"comment"
"ANTM_CI"	"United Healthcare sitting back on Anthem/Cigna deal-they could take over Cigna a little at a time https://t.co/CYZhxpqpUp Already have PBM"	"healthcare"	"comment"
"CI_ESRX"	"Cigna tells regulators in moved fast on $67 billion Express Scripts deal https://t.co/V8cEkR5hZd https://t.co/65ZndkLJKV"	"healthcare"	"support"
"AET_HUM"	"Good morning! Ho hum. Just another easy day on the roads. But remember, zipper merge changes at the @WIZooIC this morning. #Liveatdaybreak"	"healthcare"	"unrelated"
"AET_HUM"	"Aetna to acquire Humana, combined entity to drive consumer-focused, high-value health care https://t.co/VigJBcJuaz via @Aetna #aetnaemployee"	"healthcare"	"comment"
"CVS_AET"	"$RGBP 2017 added a Former Eli Lilly Exec &amp; Current Director of CVS Health, Inc. to the (BAB)Business Advisory Board… https://t.co/McgChWP4vQ"	"healthcare"	"unrelated"
"ANTM_CI"	"I just signed a @theactionnet petition: Take Action Now: Stop Anthem-Cigna merger. Sign here: https://t.co/ouA5bHMVod"	"healthcare"	"unrelated"
"ANTM_CI"	"$CI (+0.2% pre) Anthem $ANTM to Acquire Cigna $CI for ~$188/Share http://t.co/UnleOQIh56"	"healthcare"	"support"
"ANTM_CI"	"Cigna talks about Plan B as U.S. challenge to Anthem bid looms https://t.co/3DlsyCYZK9 https://t.co/3DTDoOXRgJ"	"healthcare"	"refute"
"ANTM_CI"	"@nosilaN @spanishplans @sraslb I always have to remind my ss that we watch Internado to help acquire Spanish, not just to watch it"	"healthcare"	"unrelated"
"ANTM_CI"	"Anthem: Expects DOJ antitrust trial to start in October, run about four months
$ANTM $CI"	"healthcare"	"unrelated"
"ANTM_CI"	"INVESTMENT NEWS Anthem Hits 52-Week High on Strong Q4, Latest Acquisition - Analyst Blog http://t.co/a1uHk66aXJ … http://t.co/GtdNW1SpVi"	"healthcare"	"unrelated"
"CVS_AET"	"CVS, Aetna Tout $69 Billion Deal As Boon For Consumers, But Pharmacies Object https://t.co/jX0RHcvmtD"	"healthcare"	"refute"
"CVS_AET"	"The merger between CVS and Aetna promises to transform the patient health care experience and deliver better care a… https://t.co/fNkjk3FN7r"	"healthcare"	"comment"
"AET_HUM"	"North Shore-LIJ, Aetna Sign Value-Based Agreement to Provide Integrated Health Care to 30,000 New Yorkers https://t.co/Ytd5KQyU9b"	"healthcare"	"unrelated"
"CVS_AET"	"Now this is interesting... #Aetna + #CVS???  
https://t.co/2pUfvfw3jK via @WSJ"	"healthcare"	"comment"
"AET_HUM"	"(6) SIX 10.1"" Dual Core IPS Google Android Play Aluminum Tablet Computers Hum - Bid Now! O… https://t.co/XnOhMrtgD2 https://t.co/xLU8gEkmRS"	"healthcare"	"unrelated"
"CVS_AET"	"Corporatization of #medicine proliferation of #retail clinics and #urgent care centers #CVS #Aetna #Walmart #Humana  https://t.co/5gPIrszpKQ"	"healthcare"	"unrelated"
"CVS_AET"	"$GWPH Health Care Sector Update for 09/27/2018: WCG, AET, CVS, GWPH, GERN, JNJ https://t.co/ScieKGWpJ5"	"healthcare"	"unrelated"
"ANTM_CI"	"$CI Terminates merger agreement with $ANTM"	"healthcare"	"refute"
"CVS_AET"	"CVS and Aetna - verticalization drives data leverage - the planned CVS-Aetna merger is not only a potential disrupt… https://t.co/pi49zeo1EO"	"healthcare"	"comment"
"CVS_AET"	"CVS Health, Aetna merger reportedly nears approval https://t.co/lVFKCcO8wz"	"healthcare"	"support"
"AET_HUM"	"GAO Denies 9 Bid Protests of DHA Tricare Contract Awards to #Humana, Health Net. Read more: https://t.co/njqEc1MXjL $HUM"	"healthcare"	"unrelated"
"CVS_AET"	"Aetna leaves door open to staying in Nevada's Obamacare exchange https://t.co/k3YLXLTruv (wants to be able to bid on Medicaid contracts)"	"healthcare"	"unrelated"
"CVS_AET"	"@Emolclause @maddow https://t.co/GDWbFUXs0Y - THOUSANDS of bot comments after the announcement of CVS buying Aetna too.. “Nice” on loop 😣"	"healthcare"	"comment"
"AET_HUM"	"Humana has announced that Aetna Inc. will acquire the company in a $37 billion purchase after shareholders of... https://t.co/uE3MdEDwFB"	"healthcare"	"support"
"CI_ESRX"	"AT&amp;T-Time Warner Ruling a Positive for Cigna-Express Scripts, CVS-Aetna Deals #cigna #cvs  https://t.co/vkzQDlzcX8"	"healthcare"	"support"
"ANTM_CI"	"Sky Sports - Mourinho confirms Stones bid http://t.co/Rp16TJNqBH #CI"	"healthcare"	"unrelated"
"ANTM_CI"	"AMA, consumers urge N.Y. regulators to reject Anthem-Cigna merger  - Modern Healthcare
Modern Healthcare business news, research, data an..."	"healthcare"	"refute"
"ANTM_CI"	"CNBC: Progress reported in Anthem-Cigna merger talks http://t.co/BNfq2UobF3 http://t.co/onymGE2mLg"	"healthcare"	"comment"
"AET_HUM"	"@rsr_nh2 apke pas 6 darya nhe 3 hen. 3 pe hum ne dams banae 3 pe ap ne. I think Indus river agreement hua tha ek adad. Remember?"	"healthcare"	"unrelated"
"AET_HUM"	"Battleground WI podcast: ""Presidential Thunderdome hits Wisconsin"" We talk presidential primay, Aetna-Humana merger: https://t.co/tsnJeGELc4"	"healthcare"	"comment"
"ANTM_CI"	"Contract Jobs - CI SME/Instructor - Research, Developement, &amp; Acquisition - MultiLingual… http://t.co/3pFmU2Gjc0 http://t.co/6HGpi7HQmh"	"healthcare"	"unrelated"
"ANTM_CI"	"Add featured that restricts access after 7, merge, work past 7,  CI fails! 
Moral of the story, don't work past 7! 
Or... Timecop specs..."	"healthcare"	"unrelated"
"CVS_AET"	"@ryanastelly @Kiciputek Aetna's stock is probably so high because they're selling to CVS and people want in on that..."	"healthcare"	"comment"
"CVS_AET"	"Aetna posts strong Q4 profits, awaiting CVS Health merger https://t.co/fNfMYsjiiF via @healthcaredive"	"healthcare"	"support"
"CVS_AET"	"Why the Aetna–CVS Deal Is a Lesson for Leaders https://t.co/s2UhBhVjnA"	"healthcare"	"comment"
"AET_HUM"	"@sigr @LifeNewsHQ Humana is a corporation, so by definition it wants a capitalist takeover. They *love* economic inequality"	"healthcare"	"unrelated"
"AET_HUM"	"Justice Dept. and State Attorneys General Sue to Block Anthem’s Acquisition of Cigna, Aetna’s Acquisition of Humana https://t.co/DRTFk32PFT"	"healthcare"	"refute"
"ANTM_CI"	"Judge blocks #Anthem’s planned acquisition of Cigna/ ""ruling almost certainly kills the Anthem-Cigna deal""
https://t.co/nYGwmoUsJX vía @WSJ"	"healthcare"	"refute"
"CVS_AET"	"@Mill_All Beyond Rx? CVS Health-Aetna deal may mean more services
https://t.co/yZOXSYSKvp via seattletimes https://t.co/S5WaKfJ3Da"	"healthcare"	"comment"
"ANTM_CI"	"HA Hawaiian Airlines, Inc. Bid Size
http://t.co/OWtCT6dQBp

$HA $IJJP $XLY $CI #HA #tradeideas #stock"	"healthcare"	"unrelated"
"ANTM_CI"	"Healthcare in focus after GOP plan https://t.co/jIV2CNPIOO #premarket $UNH $AET $ANTM $CI"	"healthcare"	"unrelated"
"CVS_AET"	"$IBB $AET $CVS https://t.co/q9pInjK4eQ"	"healthcare"	"unrelated"
"ANTM_CI"	"http://t.co/b0VwaUCZ6F

Merge pull request #3952 from ns3777k/remove-hooks-docs

[ci skip] :memo: Added removing hooks docs"	"healthcare"	"unrelated"
"AET_HUM"	"Hospitals lay out concerns about Aetna-Humana deal http://t.co/2ZLQtCqcAI"	"healthcare"	"refute"
"ANTM_CI"	"Judge blocks Anthem/Cigna Merger  https://t.co/gAfOQzpfWt"	"healthcare"	"refute"
"AET_HUM"	"UnitedHealth made takeover approach to Aetna in recent days http://t.co/gqdz95NPXR"	"healthcare"	"unrelated"
"CVS_AET"	"Synergies from Non-Traditional #CVSAetna Merger #Healthcare Trends 2018 Podcast 5:25 min https://t.co/7bXNA1PcLu"	"healthcare"	"comment"
"AET_HUM"	"Justice Dept. has concerns over Aetna-Humana deal https://t.co/fKr9z1a0Mi (via @Reuters) #corpgov"	"healthcare"	"refute"
"CVS_AET"	"$CVS and $AET both +1% https://t.co/KvFra915GQ"	"healthcare"	"unrelated"
"AET_HUM"	"During the White House press briefing, I didn't hear any reporters ask about today's ruling that blocks the Aetna-Humana merger."	"healthcare"	"comment"
"CVS_AET"	"@JuddLegum @Aetna Aetna is merging with @CVSHealth, set to close after Thanksgiving. Pretty easy to boycott CVS: hello Walgreens."	"healthcare"	"support"
"AET_HUM"	"Interesting ~ Aetna to acquire private HIX provider bswift - Articles - Employee Benefit News http://t.co/2S6pZL5q5h #ppaca #aca #insurance"	"healthcare"	"unrelated"
"ANTM_CI"	"@APLMom @HeidiTopBurks   ITS A TRICK QUESTION!!  Obamacare is the best insurance in the UNIVERSE!

Anthem/Cigna, BC/BS, all nationals are OK"	"healthcare"	"unrelated"
"AET_HUM"	"States Line Up to Scrutinize Aetna's Deal http://t.co/pQbG0ckcSP #ABASAL #Aetna #Humana #Insurance #Takeover #Antitrust"	"healthcare"	"unrelated"
"CVS_AET"	"Synergies from Non-Traditional #CVSAetna Merger #Healthcare Trends 2018 Podcast 5:25 min https://t.co/Hg8fWBAG4c"	"healthcare"	"comment"
"CVS_AET"	"Over the last 2 years it's been an honor to coach the nine associates selected for Aetna, a CVS Health Company's En… https://t.co/DlC2BX30OO"	"healthcare"	"unrelated"
"ANTM_CI"	"Anthem &amp; CIGNA Enter Into Definitive Acquisition... http://t.co/XUwPVtI7Fw"	"healthcare"	"support"
"CVS_AET"	"@nowthisnews This is bad! My employer only offers Aetna ins &amp; our only drug provider is CVS. They “urge” us to use… https://t.co/z3REx4ZAAI"	"healthcare"	"comment"
"AET_HUM"	"@TruthRX acquisition cost is $25.68 #aetna https://t.co/0VKqha5PZF"	"healthcare"	"unrelated"
"CVS_AET"	"HMT November 20, 2018 newsletter: CVS’ Aetna acquisition expected to close after Thanksgiving, Amazon health ventur… https://t.co/e0oxi3MXK2"	"healthcare"	"support"
"CVS_AET"	"Reports: CVS buying Aetna in deal valued at $69 billion https://t.co/vhpgkwnroZ"	"healthcare"	"support"
"CVS_AET"	"Aetna a Step Closer to CVS Merger, Sells Medicare Business https://t.co/u0VbkUQMWc"	"healthcare"	"support"
"CVS_AET"	"Shouldn't this happen b4 more damage done 2 healthcare system? CVS' shown it pays itself more than other pharmacies… https://t.co/06GkZYb6dy"	"healthcare"	"unrelated"
"ANTM_CI"	"webcbg: California insurance commissioner probes Anthem-Cigna merger: SAN FRANCISCO (AP) — California Insurance Co… https://t.co/EC4UcqGvZO"	"healthcare"	"refute"
"ANTM_CI"	"Aetna-Humana And Anthem-Cigna Deals Harm Patients In 24 States, AMA Says https://t.co/i9YKKevPYQ #Health… https://t.co/nPbmVjRLdf"	"healthcare"	"comment"
"CVS_AET"	"DOJ Requires CVS and Aetna to Divest Aetna’s Medicare Individual Part D Prescription Drug Plan #Business to Proceed… https://t.co/iwmEQdbRoa"	"healthcare"	"comment"
"ANTM_CI"	"Hong Kong investors purchase Dexter Horton for $124.4M - https://t.co/mytGd7RfxJ #Office #Seattle #acquisition"	"healthcare"	"unrelated"
"ANTM_CI"	"Anthem/Cigna official, $188/share as WSJ reported. What hedgie is making money? @davecbenoit has that story http://t.co/feKYbSjtRB $ANTM $CI"	"healthcare"	"support"
"ANTM_CI"	"Anthem-Cigna health care megamerger under scrutiny https://t.co/lz9CJUf2jK"	"healthcare"	"refute"
"CVS_AET"	"CVS Health to Bulk Up #bigdata #analytics Ahead of Aetna Deal - Health IT #analytics: CVS Health to Bulk Up… https://t.co/T087VGoqqk"	"healthcare"	"comment"
"ANTM_CI"	"Transonics PLC sign UK franchise agreement with Relpol: 
Transonics PLC announce the addition of a new range... https://t.co/8Re7kjl0mT"	"healthcare"	"unrelated"
"CVS_AET"	"Hartford plans to acquire disability insurance business from Aetna https://t.co/dZonSRZRjI"	"healthcare"	"unrelated"
"CVS_AET"	".@jonchesto reports CVS will be re-examining whether Aetna HQ should move to NYC post-merger. “Meanwhile, they can… https://t.co/BbaXkwwpsY"	"healthcare"	"comment"
"AET_HUM"	"DGLY SPDR DJ Industrial Average ETF Trust Bid Size
http://t.co/v6MxyewxWP

$DGLY $RAD $GOOGL $AET #DGLY #stocks #stockmarket"	"healthcare"	"unrelated"
"AET_HUM"	"Multiple insurance mergers being attempted - who wants to merge? @Aetna @askAnthem @Cigna @Humana @UnitedHealthGrp http://t.co/uHnr6BqaiV"	"healthcare"	"comment"
"CI_ESRX"	"Manipal Group to buyout TTKs stake in Cigna TTK Health Insurance https://t.co/r9XGckhPMz via @economictimes"	"healthcare"	"unrelated"
"CI_ESRX"	"@DewDiligence I mean it does make Esrx need to merge with someone AmZn?"	"healthcare"	"unrelated"
"CI_ESRX"	"Cigna CEO: There's a lot of noise around regulatory concern of Express Scripts deal -   https://t.co/6jCLeNt8Ok"	"healthcare"	"comment"
"CVS_AET"	"DOJ might not challenge CVS Health-Aetna deal, report says. Patient choice at increased risk if merger proceeds. https://t.co/8vYAhZdfZL"	"healthcare"	"support"
"AET_HUM"	"Behind Aetna's acquisition plans? - Cambridge Management GroupCambridge Management Group https://t.co/yQfEYkAwyb"	"healthcare"	"comment"
"CI_ESRX"	"Cigna CEO: We'll Pay For Drugs That Work With Express Scripts Clout: Cigna’s top executive Thursday stressed the de… https://t.co/Z1UDpahkgM"	"healthcare"	"comment"
"ANTM_CI"	"@RebyHardy TNA are just scared of going under, after the Anthem/Aroluxe takeover from Dixie... Plus the Hardy brand leaving with the fans. 😂"	"healthcare"	"unrelated"
"CVS_AET"	"#CVS acquisition of #Aetna gets DOJ Blessing https://t.co/soPWiK7qpG https://t.co/pSJqY4YTrC"	"healthcare"	"support"
"AET_HUM"	"Video: Monday's ETF with Unusual Volume: $IHF $CI $AET $HUM #stocks http://t.co/btWAO8w3Dp"	"healthcare"	"unrelated"
"ANTM_CI"	"US: Cigna’s acquisition by Anthem will take time
https://t.co/qNbHvXWxYn"	"healthcare"	"comment"
"ANTM_CI"	"@mekkalekkah It was a repeat - SteakGate, this past Tuesday's Daniel pig takeover &amp; the We Be Trollin (with your anthem Meka Leka High)."	"healthcare"	"unrelated"
"CVS_AET"	"CVS Health CEO Larry Merlo: Confident Aetna deal will close later this year https://t.co/0cFPc7VF6l"	"healthcare"	"support"
"ANTM_CI"	"Hi-Tech Pharmaceuticals To Acquire Advanced #criticalinfrastructure http://t.co/NeGPziWmiG"	"healthcare"	"unrelated"
"AET_HUM"	"Jo Hum Chahein (2011)
Drama, Romance 

In his bid to quickly boost his career, a male alienates himself from his... https://t.co/myMoyTe0UY"	"healthcare"	"unrelated"
"ANTM_CI"	"Oweeee anthem talaga mga ZZL songs

I bid farewell to SMB"	"healthcare"	"unrelated"
"CVS_AET"	"CVS/Aetna strategy can be described as ""own the customer"". Lots of execution risk.

Healthcare providers don't thin… https://t.co/NAjQxCOS4M"	"healthcare"	"unrelated"
"ANTM_CI"	"Amicus brief filed by @WhatleyKallas for @AmerMedicalAssn.  Health, Consumer Groups Back Anthem-Cigna Merger Block. https://t.co/cKgu2F8fru"	"healthcare"	"refute"
"AET_HUM"	"@JustinPulitzer $HUM how do you see the $AET buyout offer impacting this stock?"	"healthcare"	"comment"
"ANTM_CI"	"PR won't build locally? Let #CI handle it during the merge! #devops @ServoDev"	"healthcare"	"unrelated"
"ANTM_CI"	"Anthem plans to appeal after judge blocks its acquisition of Cigna deal https://t.co/hk3x7F6Lf6"	"healthcare"	"refute"
"AET_HUM"	"Monday Business Briefing: Investors give thumbs up for Aetna+Humana; GLI is hiring; Louisville Cream’s NuLu plans; S https://t.co/22PYzupFZL"	"healthcare"	"support"
"AET_HUM"	"Feds Get Extra Time to Review Pending Aetna-Humana Merger http://t.co/FwHcREFW0I via @bloombergbna"	"healthcare"	"comment"
"CVS_AET"	"Join our webinar discussion on the $AET / $CVS merger, tomorrow at 2 p.m. ET: https://t.co/LCsIpKEWwG."	"healthcare"	"comment"
"CVS_AET"	"@jimcramer please tell us your opinion of AET in light of CVS acquisition."	"healthcare"	"comment"
"ANTM_CI"	"#Corruption Will #Cigna And #Anthem Merge? How #HealthInsurance Companies Pump #Money Into #Politics https://t.co/1NpI2zXEAZ"	"healthcare"	"comment"
"AET_HUM"	"@TopherSpiro Aetna, Humana, United will be very profitable elsewhere; but not in the exchanges. Others will find way to succeed there."	"healthcare"	"unrelated"
"CI_ESRX"	"Five Takeaways About Cigna's Strategy for Express Scripts. ""Almost three weeks ago, the health insurer Cigna announ… https://t.co/aRL0qcN68r"	"healthcare"	"comment"
"ANTM_CI"	"UHG-Aetna and Anthem-Cigna Merger Rumor Mills May Give IT Service Providers Goose Bumps |... https://t.co/k8CzaiCeum"	"healthcare"	"unrelated"
"CVS_AET"	"Nice assessment by colleague of impact of this merger...  How Will The CVS/Aetna Merger Impact Biosimilars?  https://t.co/hbVpikuE3j"	"healthcare"	"comment"
"CVS_AET"	"The Department of Justice Antitrust Division: Protect consumers—stop the Aetna and CVS merger https://t.co/UE0MrE8eer via @Change"	"healthcare"	"refute"
"CI_ESRX"	".@Carl_C_Icahn on Cigna-Express Scripts deal: ""It just doesn't make any sense."" https://t.co/D7Aubqz7FB"	"healthcare"	"refute"
"ANTM_CI"	"Bottom 4 of Top 5 into #mergers, busy July for #health #insurance! - 
http://t.co/77pyhHaOBJ
#Aetna #Anthem #cigna http://t.co/1V76l9z3Bh"	"healthcare"	"comment"
"AET_HUM"	".@MoodysInvSvc bets @Aetna @Humana merger gets OK'd. @AnthemInc &amp; @cigna pairing does not. #NewEnglandBusiness"	"healthcare"	"unrelated"
"CVS_AET"	"@CVSHealth and @Aetna merge. #consumers #medical #care #CVS #Aetna #medicines #pharmacy via @nytimes… https://t.co/PSilNr0Aff"	"healthcare"	"comment"
"AET_HUM"	"Could this merger blaze a trail for #Aetna-#Humana? https://t.co/GhNDnG2zYc @BFLouisville $HUM $AET https://t.co/Wl5LybsbCx"	"healthcare"	"comment"
"CVS_AET"	"In preparation for a $69 billion acquisition by CVS, Aetna announced plans to reorganize its business units.… https://t.co/HYLcxrnSO8"	"healthcare"	"comment"
"CVS_AET"	"Utica pharmacists fighting back against CVS, Aetna merger https://t.co/QfAoDc4OEP #pharmacist #pharmacy #health #healthcare"	"healthcare"	"refute"
"CI_ESRX"	"Given recent M&amp;A activity (CVS/Aetna, Cigna/Express Scripts) this webinar provides a primer for analysts looking to… https://t.co/xBp39bGnMM"	"healthcare"	"comment"
"ANTM_CI"	"Sharing #Technology #Startup #Founder News | Regulators Are Considering Blocking Anthem-Cigna Merger https://t.co/Upy58SHIVd"	"healthcare"	"refute"
"CVS_AET"	"#New post #CVS-Aetna, Cigna-Express Scripts mergers reportedly close to DOJ approval has been published on SAllBuzz… https://t.co/4x64XdGdFu"	"healthcare"	"support"
"ANTM_CI"	"Yeah that violin anthem was good but it's not like Nakamura's entrance at Takeover"	"healthcare"	"unrelated"
"CVS_AET"	"$AET Insurers lower following news of Amazon acquisition of online pharmacy PillPack https://t.co/5G6Cp0EZdo"	"healthcare"	"unrelated"
"AET_HUM"	"Feds Sue To Stop Health Insurer Combos, Including Aetna-Humana https://t.co/U1rsOwlB6j https://t.co/Cfwp4iaTYm"	"healthcare"	"refute"
"CI_ESRX"	"Cigna to buy Express Scripts in $67B deal https://t.co/alXsrKoO6U via @FierceHealth"	"healthcare"	"support"
"AET_HUM"	"Need to acquire Hum eliminators, before I can use streaming setup."	"healthcare"	"unrelated"
"CVS_AET"	"“A future envisioned by Aetna/CVS leaders could further reduce the need for physicians as a point of first contact,… https://t.co/juzVGc5qZX"	"healthcare"	"comment"
"CI_ESRX"	"Sat down last week to chat Carl C. Icahn 's distaste for Cigna 's tie-up with Express Scripts and Regeneron Pharmac… https://t.co/Z2JEgAeFIk"	"healthcare"	"comment"
"ANTM_CI"	"Check out ANTHEM -Bound to Break ※(24-bid Remastering Edition)- '99, JAPAN OBI~[KICS-2867]  http://t.co/uSvy21peIy via @eBay"	"healthcare"	"unrelated"
"AET_HUM"	"Aetna, Humana to sell Medicare Advantage assets to Molina Healthcare - RTT News https://t.co/qTVIfhwTha"	"healthcare"	"unrelated"
"CVS_AET"	"@funder @Aetna So they will approve a more invasive surgery just because this is experimental in their opinion that… https://t.co/4uOTiT3sTU"	"healthcare"	"unrelated"
"ANTM_CI"	"Barbara Neal Reeves goes for it right off the bat with DOJ's Peter Muccetti: So, Aetna/Humana and Anthem/Cigna - what's up with that? #EMI17"	"healthcare"	"comment"
"AET_HUM"	"What would an Aetna acquisition mean for brokers? http://t.co/jpcotb4Fod"	"healthcare"	"comment"
"CI_ESRX"	"DOJ nearing antitrust approval of health mergers combining CVS-Aetna, Cigna-Express Scripts  https://t.co/sR1X5X24I0"	"healthcare"	"support"
"CVS_AET"	"When I’ve become rich I will by CVS, Target, and Chick-fil-A and merge them all #muahahahaha"	"healthcare"	"unrelated"
"ANTM_CI"	"Price is still an issue for Anthem and Cigna in their continuing merger talks: http://t.co/uvwQ4N7GTE $ANTM $CI"	"healthcare"	"comment"
"CVS_AET"	"What do the #CVS-#Aetna and #Cigna-#ExpressScripts mergers mean for the #biopharma industry? Danielle Bedard, Presi… https://t.co/5bOgIN0yQa"	"healthcare"	"comment"
"CVS_AET"	"CVS is buying Aetna in transformative deal Read full story for latest details. https://t.co/ooJvnxSEB8 @silewconsulting"	"healthcare"	"comment"
"CI_ESRX"	".@Cigna's proposed $67 billion takeover of @ExpressScripts will face review by the U.S. Department of Justice: https://t.co/AUjGzBTaCl"	"healthcare"	"comment"
"CVS_AET"	"What will the $69 billion merger between CVS Heath and Aetna mean for the American healthcare sector?… https://t.co/ziFQil20NZ"	"healthcare"	"comment"
"ANTM_CI"	"#Japan #Tokyo #stocks: Dr Ci Labo : #Merger #Acquisition Analysts say: sickly Feb 2015 growth &amp; profits. http://t.co/olNwNwzkyJ"	"healthcare"	"unrelated"
"ANTM_CI"	"(More) BREAKING: Cigna sues Anthem after terminating merger agreement, seeks $1.85B reverse break fee and damages exceeding $13B"	"healthcare"	"refute"
"CVS_AET"	"@RIprobz CVS buying Aetna next step in regional domination although Benny's downfall not good"	"healthcare"	"comment"
"ANTM_CI"	"#Datacenters 
@SchneiderUK @SchneiderITUK Wins Bid To Buid M1 Datacenter https://t.co/F8UFzAN6N0 @datacentreman via @CI_Electrical"	"healthcare"	"unrelated"
"CVS_AET"	"CVS, Aetna shareholders back acquisition deal https://t.co/IoKm35e0mw https://t.co/AJMnNW9HjI"	"healthcare"	"support"
"CVS_AET"	"ICYMI: SMS' @McFerriD shares some thoughts on the DOJ approval of the acquisition of #Aetna by #CVS https://t.co/4yhtRVMlOC"	"healthcare"	"comment"
"AET_HUM"	"mnarobot: Molina to Buy Medicare Accounts From Aetna, Humana https://t.co/dZVYhV2nLu #MandA #mergers"	"healthcare"	"unrelated"
"ANTM_CI"	"Anthem will cover 53 million people after the pending acquisition of Cigna. http://t.co/2mEvl2QbqU http://t.co/cLjOJMZIvX"	"healthcare"	"comment"
"AET_HUM"	"Deadline for #AetnaHumana #merger comments Friday, April 29th.  Send me comments at mergercomments@insurance.ca.gov. https://t.co/tFlcLJEQO0"	"healthcare"	"comment"
"ANTM_CI"	"After 3 acquisition proposals, Anthem Inc. went public over the weekend with a $54B offer to purchase .@Cigna &gt;&gt; http://t.co/jpKuB3DIUq"	"healthcare"	"unrelated"
"ANTM_CI"	"India’s unofficial anthem of national integration from 1988 has sparked a twitter trend https://t.co/hzbhsPu6Uq #MileSurMeraTumhara"	"healthcare"	"unrelated"
"CVS_AET"	"On CVS/Aetna conference call, #CVS CEO Larry Merlo is positioning the deal as one solution to America's healthcare… https://t.co/ZVwHi1ZPP3"	"healthcare"	"comment"
"CI_ESRX"	"Icahn urges Cigna shareholders to vote against Express Scripts deal https://t.co/xqfiNHClMG https://t.co/hqVI6x7oGA"	"healthcare"	"refute"
"ANTM_CI"	"U.S. DOJ's antitrust case against $ANTM &amp; $CI merger underway,the $54B deal is being billed as bad for consumers. https://t.co/GhV659aEZD"	"healthcare"	"refute"
