dataset,subdataset,sentence,flag,Bert,Distilbert,Roberta,Status
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,It's the kind of place I like to support!,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"It's traditional, simple italian food.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Just because P Diddy had a party at Butter doesn't mean we should be automatically impressed.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Meal was very expensive for what you get.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Menus feature seasonal picks, like sweet corn-foie gras brulee.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Most importantly, it is reasonably priced.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Most of the sandwiches are made with soy mayonaise which is actually pretty good.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My boyfriend and I went here last night and LOVED it!,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My fiance and I recently wanted to see the city and deceided to take a dinner cruise.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My first experience at Siam Square was very pleasant.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My friend told me about this restaurant for a year before he finally took me this weekend.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My friends and I stop here for pizza before hitting the Kips Bay movie theater.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My girlfriend and I just spent our 10 month anniversary at Lou Lou.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My husband and I had a blast.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"My husband and I moved to Nolita 6 years ago and for as long as we have lived here, Peasant has been our favorite!",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My personal favorite is Nick and Joe's.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"My vegetable risotto was burnt, and infused totally in a burnt flavor.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My wife I lived on the west side and found this while visiting firends on the UES.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,My wife and I recently visited the bistro for dinner and had a wonderful experience.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Nick Stef's is one of the only places worthy of going in the area, so if you happen to be by Madison Square Garden or Herald's Square check it out!",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"No green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only do they have the best escargot in town,they always try to accomodate our toddler.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not only was the waiter efficient and courteous, but also extremely helpful. ",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Not to be overlooked, the service is excellent.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Now we moved out of the state and every visit to NYC includes a stop here.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"OK, I've been to Dumont a few times now.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"On the recommendation of a friend, I checked out Arezzo with my wife.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,One caveat: Some of the curried casseroles can be a trifle harsh.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,One of my Fav spots in the city.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Our waiter was horrible; so rude and disinterested.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Overall, this is a great new restaurant that has been consistently good every time I have been.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Owner is pleasant and entertaining.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Perfectly al dente pasta, not drowned in sauce -- generous portions.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Pizzas were excellent in addition to appetizers and main courses.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Prices even outside of restaurant week were great.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Quartino is my favoriate resturant in NYC.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Reasonably priced with very fresh sushi.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"SUM IT: local investment bankers like it, try for yourself at least once.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Service is excellent, no wait, and you get a lot for the price.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service is known for bending over backwards to make everyone happy.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service is usually pretty good.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service was among the best I have ever had in NYC.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Service was good and so was the atmosphere.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Siam Square is fairly new to the neighborhood and I think in time will gain the recognition it deserves.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Simple healthy unglamorous food cheap.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Somewhat disappointing wine list (only new vintages.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Staff is accomodating make sure you are satified.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"Straight-forward, no surprises, very decent Japanese food.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Sushi so fresh that it crunches in your mouth.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN,THE CRABCAKES ARE WAY OVER SALTED AND DON'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The $72 Delmonico steak had to be sent back because it was not cooked to order.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The Deco and ambiance was really romantic.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The ambiance was fine, a little loud but still nice and romantic.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The ambience is also more laid-back and relaxed.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The atmosphere is attractive, but a little uncomfortable.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The atmosphere is warm, comfortable, artsy and sexy.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The atmosphere was nice but it was a little too dark.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The avocado salad is a personal fave.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The best dessert, a chocolate and peanut butter tart, isn't particularly Hawaiian, but it's a small world when it comes to sweets.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The bread is top notch as well.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The caeser salad was great.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The chicken and falafel platters were nondescript combinations with fresh leaf salad.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The crab cakes are delicious and the BBQ rib was perfect.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The crowd was older and the restaurant is very cramped, but it has old school charm.",implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The decor is designed in a contemporary Japanese style restaurant.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The design is very intimate and romantic.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The dishes are remarkably tasty and such a cozy and intimate place!,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The downstairs bar scene is very cool and chill...,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The fajita we tried was tasteless and burned and the mole sauce was way too sweet.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The falafal was rather over cooked and dried but the chicken was fine.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The foie gras was sweet and luscious.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The folding chair I was seated at was uncomfortable.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food did take a few extra minutes to come, but the cute waiters' jokes and friendliness made up for it.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food here was great, a treat from beginning to end.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is also outstanding and is served quite quickly.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is average: breakfast food, soups, salads, sandwiches, etc.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is delicious and the bar has a great vibe.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is good, the teriyaki I recommend.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is great (big selection, reasonable prices) and the drinks are really good.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is great and the milkshakes are even better!,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is great and the prices are reasonable.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is so good and so popular that waiting can really be a nightmare.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is surprisingly good, and the decor is nice.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is top notch, the service is attentive, and the atmosphere is great.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food is very good and the service is great.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food is wonderful, artfully done and simply delicious.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food really isn't very good and the service is terrible.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was almost always EXCELLENT.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was as creative as the decor and both worked.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was delicious and clearly fresh ingredients were used.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was excellent - authentic Italian cuisine made absolutely fresh.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food was extremely tasty, creatively presented and the wine excellent.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was good overall. ,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food was good, the service prompt, and the price very reasonable. ",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The food was great - sushi was good, but the cooked food amazed us.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was mediocre and the service was severely slow.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was outstanding and the service was tops.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was very good and I was pleasantly surprised to see so many vegan options.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food was wonderful and imaginative.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The food--though mostly deep-fried--is simple and satisfying.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The french fries -- with the kalmata dip were terrific!,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The fried calamari was even better!,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The ground chickpea soup we sampled as a starter tasted somewhat thin.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The happy hour is so cheap, but that does not reflect the service or the atmosphere.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The host (owner) and servers are personable and caring.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The menu is interesting and quite reasonably priced.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The menu, which changes seasonally, shows both regional and international influences.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The music which is sometimes a little too heavy for my taste.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The one positive thing I can say is that the service was prompt, we got seated right away and the server was very friendly.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The only drawback is that it's a little pricey.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The owner and staff go to great lengths to make you feel comfortable.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The pasta primavera was outstanding as well, lots of fresh veggies.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The pastas were pretty good.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The pizza's are made fresh, crispy, and ready to serve.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The place is absolutely adorable and the food is delicious.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The portions are very large and the service is fantastic!!,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The portions of the food that came out were mediocre.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The prices are not terrible.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The quality of the meat was on par with your local grocery store.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The restaurant was quiet and intimate.,implicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sangria's - watered down.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sauce is excellent (very fresh) with dabs of real mozzarella.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The sauce is zesty and flavorful and the crust is nice and crispy.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The sauce may not be for everyone, since it is distintive.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The selection of food is excellent (I'm not used to having much choice at restaurants), and the atmosphere is great.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is a quite slow, but friendly.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is always great, and the owner walks around to make sure you enjoy.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service is excellent and always informative without an air.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good...",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is great, my soup always arrives nice and hot.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service is really fast and friendly, and the value is great.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service was dreadfully slow (the place was only half full) and a smile would have been nice...,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service was great, and they have a whole great deal for birthdays.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service was very attentive and very generous.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The service we experienced was friendly and good.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The spicy mussels are a highlight.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff greeted me warmly at the door and I was seated promptly and the food was excellent.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff is 100% Italian and the food is as authentic as it gets.,explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The staff is arrogant, the prices are way high for Brooklyn.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.",explicit,True,True,True,Correct
SemEval_2014,anecdotes_miscellaneous_anecdotes_miscellaneous,The staff is very friendly.,explicit,True,True,True,Correct
